,playlist,names,ids,singers,singerids,albums,Language
575,唔係咁打嘅喜欢的音乐,SEPARATION ANXIETY,1483504639,鷺巣詩郎,15300,NEON GENESIS EVANGELION SOUNDTRACK 25th ANNIVERSARY BOX,ch
576,唔係咁打嘅喜欢的音乐,Separation Anxiety,4171152,L’Astronaut,96191,Conversations In Frequency,unknown
577,唔係咁打嘅喜欢的音乐,Last Dance,1443886272,伍佰 & China Blue,222871,想见你 电视原声带,ch
578,唔係咁打嘅喜欢的音乐,你是你本身的传奇,484805943,方皓玟,7668,404 Not Found,ch
579,唔係咁打嘅喜欢的音乐,高老庄,1814041552,倒悬的橘子,12433758,高老庄,ch
580,唔係咁打嘅喜欢的音乐,大唐Gang （prod by.Fantom）,1810577953,倒悬的橘子,12433758,大唐gang,ch
581,唔係咁打嘅喜欢的音乐,开始恋爱,353653,E-kids,11515,Diary,ch
582,唔係咁打嘅喜欢的音乐,城府,167885,许嵩,5771,自定义,ch
583,唔係咁打嘅喜欢的音乐,"Rainy day (Feat. ASH ISLAND, Skinny Brown)",1464189002,PATEKO,33950896,Rainy day,en
584,唔係咁打嘅喜欢的音乐,Oh No!,1341509284,Синтетика,31332986,"""Шаолинь школа для шлюх""",unknown
585,唔係咁打嘅喜欢的音乐,嚣张,1382596189,en,32220939,嚣张,ch
586,唔係咁打嘅喜欢的音乐,大丈夫,428203967,wacci,22367,日常ドラマチック,ch
587,唔係咁打嘅喜欢的音乐,男友達,499222681,wacci,22367,感情百景,ch
588,唔係咁打嘅喜欢的音乐,站在草原望北京,305734,乌兰图雅,9838,站在草原望北京,ch
589,唔係咁打嘅喜欢的音乐,DADDY! DADDY! DO!,1440648326,鈴木雅之,160376,DADDY! DADDY! DO! feat. 鈴木愛理,ch
590,唔係咁打嘅喜欢的音乐,Into the Battlefield,4880738,大坪直樹,12231031,クローズ ZERO オリジナル・サウンドトラック,ch
591,唔係咁打嘅喜欢的音乐,The Reluctant Heroes,26562718,澤野弘之,15290,「進撃の巨人」オリジナルサウンドトラック,ch
592,唔係咁打嘅喜欢的音乐,奇迹再现,27901832,毛华锋,4552,,ch
593,唔係咁打嘅喜欢的音乐,TAKE ME HIGHER (TV Size),4968352,矢野立美,15948,ウルトラマンティガ COMPLETE“TIGA”EDITION,ch
594,唔係咁打嘅喜欢的音乐,会不会（正式版）,1489065373,刘大壮,31165848,会不会,ch
595,唔係咁打嘅喜欢的音乐,如果这都不算爱,188432,张学友,6460,学友 热,ch
596,唔係咁打嘅喜欢的音乐,等你等到我心痛,190360,张学友,6460,等你等到我心痛 张学友精选,ch
597,唔係咁打嘅喜欢的音乐,花鳥風月,22814470,Sekai no Owari,21463,ENTERTAINMENT,ch
598,唔係咁打嘅喜欢的音乐,再谈记忆,472137696,盘尼西林,900021,与世界温暖相拥,ch
599,唔係咁打嘅喜欢的音乐,是但求其爱,1496602290,陈奕迅,2116,是但求其爱,ch
600,唔係咁打嘅喜欢的音乐,笨小孩 (Live),29723024,刘德华,3691,Wonderful World 香港演唱会 2007,ch
601,唔係咁打嘅喜欢的音乐,TOMORROW,26121602,岡本真夜,160885,TOMORROW,ch
602,唔係咁打嘅喜欢的音乐,Lemon,1466598056,米津玄師,159300,STRAY SHEEP,ch
603,唔係咁打嘅喜欢的音乐,如果当时2020,1488737309,许嵩,5771,如果当时2020,ch
604,唔係咁打嘅喜欢的音乐,功夫佛山,436667830,Radio-Man,12127922,功夫佛山,ch
605,唔係咁打嘅喜欢的音乐,灰色轨迹,32701152,Beyond,11127,Beyond 24K Gold 金碟至尊精选,ch
606,唔係咁打嘅喜欢的音乐,"Alone, Pt. II",1411973459,Alan Walker,1045123,"Alone, Pt. II",en
607,唔係咁打嘅喜欢的音乐,Easier – Remix (with Charlie Puth),1383864027,5 Seconds of Summer,893624,Easier – Remix (with Charlie Puth),unknown
608,唔係咁打嘅喜欢的音乐,我想更懂你,139703,潘玮柏,4723,反转地球,ch
609,唔係咁打嘅喜欢的音乐,Savage Love (Laxed - Siren Beat),1454664682,Jawsh 685,34967130,Savage Love (Laxed - Siren Beat),unknown
610,唔係咁打嘅喜欢的音乐,不喜欢下雨天 Remix,1449754092,PIggy,32097566,不喜欢下雨天 Remix,ch
611,唔係咁打嘅喜欢的音乐,下半生(粤语版),28828693,郭燕,7378,雕刻时光,ch
612,唔係咁打嘅喜欢的音乐,Good Life,466122659,G-Eazy,820036,The Fate of the Furious: The Album,unknown
613,唔係咁打嘅喜欢的音乐,人生苦短,1342278329,JSore,12002137,及时,ch
614,唔係咁打嘅喜欢的音乐,相反的我,328029,张芸京,10572,相反的我,ch
615,唔係咁打嘅喜欢的音乐,Please Don’t Touch,1409277284,RAYE,1077053,Please Don’t Touch,unknown
616,唔係咁打嘅喜欢的音乐,YELLOW,1356248072,神山羊,12323265,しあわせなおとな,ch
617,唔係咁打嘅喜欢的音乐,柳叶笺,553795744,朱彦安,12057021,柳叶笺,ch
618,唔係咁打嘅喜欢的音乐,灰姑娘,255589,梁咏琪,8329,花火,ch
619,唔係咁打嘅喜欢的音乐,双双,399364830,李幸倪,8653,双双,ch
620,唔係咁打嘅喜欢的音乐,Sunflower (Spider-Man: Into the Spider-Verse),1318733599,Post Malone,1057092,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),unknown
621,唔係咁打嘅喜欢的音乐,阁楼,213791,陈慧琳,7235,Stylish Index,ch
622,唔係咁打嘅喜欢的音乐,偷情的礼仪,1380100575,谢安琪,9952,偷情的礼仪,ch
623,唔係咁打嘅喜欢的音乐,荒唐,1457729148,傅菁,27692352,发光体,ch
624,唔係咁打嘅喜欢的音乐,当爱在靠近,254460,刘若英,8326,Love And The City,ch
625,唔係咁打嘅喜欢的音乐,有没有一首歌会让你想起我,186624,周华健,6456,忘忧草,ch
626,唔係咁打嘅喜欢的音乐,人妻的伪术,571340767,谢安琪,9952,人妻的伪术,ch
627,唔係咁打嘅喜欢的音乐,生而为人,1335350269,尚士达,13608761,生而为人,ch
628,唔係咁打嘅喜欢的音乐,开一扇窗,274103,李昊嘉,8700,Enchantment,ch
629,唔係咁打嘅喜欢的音乐,今天只做一件事,64803,陈奕迅,2116,H³M,ch
630,唔係咁打嘅喜欢的音乐,听你说,316152,郁可唯,10200,微加幸福,ch
631,唔係咁打嘅喜欢的音乐,mede:mede,33516495,Reol,13059968,極彩色,unknown
632,唔係咁打嘅喜欢的音乐,无谓再假,366021,Mr.,12266,If I Am,ch
633,唔係咁打嘅喜欢的音乐,爱上你,374890,S.H.E,12709,SHERO,ch
634,唔係咁打嘅喜欢的音乐,偶阵雨,254039,梁静茹,8325,爱久见人心,ch
635,唔係咁打嘅喜欢的音乐,香草把噗,5239553,南拳妈妈,12438,K情歌8,ch
636,唔係咁打嘅喜欢的音乐,初恋粉色系,368878,南拳妈妈,12438,调色盘,ch
637,唔係咁打嘅喜欢的音乐,Sweet Little Lies,1347650968,Bülow,12809019,Sweet Little Lies,unknown
638,唔係咁打嘅喜欢的音乐,相依为命,94639,陈小春,2112,十年选,ch
639,唔係咁打嘅喜欢的音乐,看不见,1372947837,阿细,1049681,看不见,ch
640,唔係咁打嘅喜欢的音乐,灰尘,1386859485,阿细,1049681,灰尘,ch
641,唔係咁打嘅喜欢的音乐,終生老友,1350079138,张诗莉,31569994,終生老友,ch
642,唔係咁打嘅喜欢的音乐,还找不找你,1295186488,阿细,1049681,还找不找你,ch
643,唔係咁打嘅喜欢的音乐,性情中人,28828440,苏永康,4948,性情中人,ch
644,唔係咁打嘅喜欢的音乐,还好有你,526080012,阿细,1049681,还好有你,ch
645,唔係咁打嘅喜欢的音乐,1-800-273-8255,476598254,Logic,1015122,Everybody,unknown
646,唔係咁打嘅喜欢的音乐,分手的情书,33075091,邓丽欣,7537,分手的情书,ch
647,唔係咁打嘅喜欢的音乐,同屋主,36664783,邓丽欣,7537,同屋主,ch
648,唔係咁打嘅喜欢的音乐,日久生情,224094,邓丽欣,7537,Dating Stephy,ch
649,唔係咁打嘅喜欢的音乐,再见并不心淡,27867590,容祖儿,9269,再见并不心淡,ch
650,唔係咁打嘅喜欢的音乐,不要离我太远,94219,邓丽欣,7537,Y100+ (Grateful版),ch
651,唔係咁打嘅喜欢的音乐,夏天的风,298213,温岚,9612,温式效应,ch
652,唔係咁打嘅喜欢的音乐,"****, i’m lonely (Ofenbach Remix)",1384375650,Lauv,1057226,"****, i’m lonely (Ofenbach Remix)",unknown
653,唔係咁打嘅喜欢的音乐,영,26143409,李仙姬,125623,영 (이선희 베스트),ch
654,唔係咁打嘅喜欢的音乐,杂技,26902936,卫兰,9605,Serving You,ch
655,唔係咁打嘅喜欢的音乐,玫瑰花的葬礼,27646687,许嵩,5771,许嵩单曲集,ch
656,唔係咁打嘅喜欢的音乐,微微,1433434738,傅如乔,34613873,微微,ch
657,唔係咁打嘅喜欢的音乐,我会好好的,297780,王心凌,9606,Cyndi With U,ch
658,唔係咁打嘅喜欢的音乐,Melody（翻自 青你2） ,1434545801,阿七本七,30707272,拯救麦乐迪,ch
659,唔係咁打嘅喜欢的音乐,Fight as ONE,1437165631,陈奕迅,2116,Fight as ONE,ch
660,唔係咁打嘅喜欢的音乐,四季,437802725,陈奕迅,2116,四季,ch
661,唔係咁打嘅喜欢的音乐,掌心,385727,无印良品,13190,掌心,ch
662,唔係咁打嘅喜欢的音乐,身边,385511,无印良品,13190,珍重 95-99分手纪念精选辑,ch
663,唔係咁打嘅喜欢的音乐,Yasuo,502678329,MMZ-BOY,1205022,Yasuo(亚索),unknown
664,唔係咁打嘅喜欢的音乐,glow,476638468,H△G,996276,声 ~VOCALOID Cover Album~,unknown
665,唔係咁打嘅喜欢的音乐,Believer (TØm Bootleg),505686239,TØm,12604740,Believer (TØm Bootleg),unknown
666,唔係咁打嘅喜欢的音乐,几分之几 (You Complete Me),530995517,卢广仲,3690,几分之几,ch
667,唔係咁打嘅喜欢的音乐,그대에게,26485740,申海哲,124669,The Best Of Shin Hae Chul Struggling,ch
668,唔係咁打嘅喜欢的音乐,걱정말아요 그대,28068737,野菊花,128245,들국화,ch
669,唔係咁打嘅喜欢的音乐,Psycho（英文版）（翻自 Red Velvet） ,1422461666,SWAGGER,34330154,Psycho（英文版）,ch
670,唔係咁打嘅喜欢的音乐,have a nice day,1425270471,浅葱喵asagiinyo,33165159,have a nice day,ch
671,唔係咁打嘅喜欢的音乐,风恋歌,1418131597,恋恋故人难,32041318,风恋歌,ch
672,唔係咁打嘅喜欢的音乐,再见悲哀,28838055,林忆莲,8336,我最喜爱的Eric Kwok作品展,ch
673,唔係咁打嘅喜欢的音乐,不谓侠,491274636,萧忆情,0,春日迟迟,ch
674,唔係咁打嘅喜欢的音乐,나항상 그대를,5350959,李仙姬,125623,My Life + Best,ch
675,唔係咁打嘅喜欢的音乐,혜화동,424474255,动物园,126606,다시가본 동물원,ch
676,唔係咁打嘅喜欢的音乐,信口开河,64269,侧田,2117,我没有变过 爱的习惯,ch
677,唔係咁打嘅喜欢的音乐,越吻越伤心,110796,苏永康,4948,林夕字传,ch
678,唔係咁打嘅喜欢的音乐,歌谣,502242110,李荣浩,4292,歌谣,ch
679,唔係咁打嘅喜欢的音乐,这个年纪,35476049,齐一,1159045,这个年纪,ch
680,唔係咁打嘅喜欢的音乐,一刀七段（动画《刺客伍六七》主题曲粤语版）,1351973198,bermudy,29397593,一刀七段,ch
681,唔係咁打嘅喜欢的音乐,放棄治療,510953935,Serrini樹妮妮,916007,Don't Text Him,ch
682,唔係咁打嘅喜欢的音乐,牵丝戏,30352891,银临,188565,牵丝戏,ch
683,唔係咁打嘅喜欢的音乐,句号,1405283464,G.E.M.邓紫棋,7763,摩天动物园,ch
684,唔係咁打嘅喜欢的音乐,麻雀,1407551413,李荣浩,4292,麻雀,ch
685,唔係咁打嘅喜欢的音乐,世间美好与你环环相扣,1363948882,柏松,31876221,听闻余生,ch
686,唔係咁打嘅喜欢的音乐,"Take Me Back To London (Remix) [feat. Stormzy, Jaykae & Aitch]",1385725211,Ed Sheeran,33184,"Take Me Back To London (Remix) [feat. Stormzy, Jaykae & Aitch]",en
687,唔係咁打嘅喜欢的音乐,소주 한잔,441489531,俞胜恩,792800,싱데렐라 스페셜 헌정송 2탄,ch
688,唔係咁打嘅喜欢的音乐,OVERDOSE,1404497059,ØMI,12535245,OVERDOSE,unknown
689,唔係咁打嘅喜欢的音乐,细界,1332566421,阿细,1049681,阿细,ch
690,唔係咁打嘅喜欢的音乐,旧好,27678741,关楚耀,2861,Breakout,ch
691,唔係咁打嘅喜欢的音乐,Mad,17470716,Ne-Yo,40423,Year Of The Gentleman,unknown
692,唔係咁打嘅喜欢的音乐,愿得一人心,22854159,李行亮,4093,愿得一人心,ch
693,唔係咁打嘅喜欢的音乐,蜂鸟,1348568908,吴青峰,187229,蜂鸟,ch
694,唔係咁打嘅喜欢的音乐,POP/STARS,1321385655,K/DA,30611063,POP/STARS,unknown
695,唔係咁打嘅喜欢的音乐,Theme from Mission: Impossible,5057039,Larry Mullen Jr.,218966,Mission: Impossible (Music From And Inspired By The Motion Picture),unknown
696,唔係咁打嘅喜欢的音乐,Stay With Me（翻自 Punch/朴灿烈） ,1347529350,KCJIN锦,30284952,stay with me (韩翻),ch
697,唔係咁打嘅喜欢的音乐,庐州月,167850,许嵩,5771,寻雾启示,ch
698,唔係咁打嘅喜欢的音乐,山楂树之恋,1381755293,程佳佳,31802946,山楂树之恋 (完整版),ch
699,唔係咁打嘅喜欢的音乐,Thunder / Young Dumb & Broke (Medley),525063410,Imagine Dragons,94779,Thunder / Young Dumb & Broke (Medley),unknown
700,唔係咁打嘅喜欢的音乐,难为自己,25657576,卫兰,9605,Imagine,ch
701,唔係咁打嘅喜欢的音乐,Mr.Taxi,29535436,少女时代,126793,THE BEST ~New Edition~,ch
702,唔係咁打嘅喜欢的音乐,Gee,29535435,少女时代,126793,THE BEST ~New Edition~,ch
703,唔係咁打嘅喜欢的音乐,"Psycho, Pt. 2",440208643,Russ,241588,"Psycho, Pt. 2",en
704,唔係咁打嘅喜欢的音乐,AS IF IT’S YOUR LAST,1325898352,BLACKPINK,12068017,BLACKPINK IN YOUR AREA,unknown
705,唔係咁打嘅喜欢的音乐,DDU-DU DDU-DU,1325896374,BLACKPINK,12068017,BLACKPINK IN YOUR AREA,unknown
706,唔係咁打嘅喜欢的音乐,一直很安静,5260494,阿桑,7061,Listen To HIM,ch
707,唔係咁打嘅喜欢的音乐,Roly Poly,1337268383,T-ara,127815,Mixed Genres,unknown
708,唔係咁打嘅喜欢的音乐,Lovey-Dovey (Japanese Version),22704421,T-ara,127815,Jewelry Box,unknown
